SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActivationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator,IcaoIdentifier,MinimumOperationalNetwork
50905.2*A,AIRPORT,'WRG,4/22/21,AAL,NONE,AK,ALASKA,WRANGELL-PETERSBURG,AK,WRANGELL,WRANGELL,PU,PU,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99801-7999",    907-465-1786,WILLIAM BLOOM,BOX 1351,"WRANGELL, AK 99929",    907-874-3107,56-29-03.6000N,203343.6000N,132-22-11.4000W,476531.4000W,E,44,S,20E,2015,,JUNEAU,1,NE,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,N,SIT,SITKA,907-966-2221,1-800-478-6300,JNU,JUNEAU,1-866-297-2236,WRG,Y,,O,I B S 03/2005,NGY,NO OBJECTION,Y,Y,N,Y,F,F,7122019,,100LLA,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,,122.6,Y,CG,,,9,,,0,,,,725,,6200,1000,2500,,6/30/19,NGS,00:00.0,STATE,00:00.0,,HGR,CARGO,Y-L,PAWG,N
50920.*A,AIRPORT,'YAK,4/22/21,AAL,NONE,AK,ALASKA,YAKUTAT,AK,YAKUTAT,YAKUTAT,PU,PU,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99801-7999",    907-465-1779,ROBERT LEKANOF,BOX 186,"YAKUTAT, AK 99689",    907-784-3293,59-30-11.9640N,214211.9640N,139-39-36.9650W,502776.9650W,E,39,S,20E,2015,,JUNEAU,3,SE,,ZAN,ZAN,ANCHORAGE,ZAN,ZAN,ANCHORAGE,,JNU,JUNEAU,907-586-7380,1-866-297-2236,,,,YAK,Y,3/1/49,O,I B S 03/2005,NGPY,NO OBJECTION,N,N,N,Y,F,F,9072018,,100  A1+,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,123.6,Y,CG,N,,10,,,0,,,,726,,5000,3000,10000,300,12/31/17,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,HGR,CARGO,Y-L,PAYA,N
00128.*A,AIRPORT,'ANB,4/22/21,ASO,JAN,AL,ALABAMA,CALHOUN,AL,ANNISTON,ANNISTON RGNL,PU,PU,CITY OF ANNISTON,P.O. BOX 2185,"ANNISTON, AL 36202",    256-831-4410,DAVID ARNETT,BOX 2168,"ANNISTON, AL 36202",  (256) 241-7171,33-35-17.4000N,120917.4000N,085-51-29.2000W,309089.2000W,E,612,S,04W,2020,,ATLANTA,5,SW,596,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,ANB,Y,3/1/41,O,IV A U 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,3132020,,100LLA,MAJOR,MAJOR,HIGH/LOW,,SEE RMK,SS-SR,N,123,123.6,Y,CG,N,,19,5,2,0,0,0,0,6,,4812,2331,15221,762,2/29/20,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE",AVNCS,Y-L,KANB,N
00164.*A,AIRPORT,'BHM,4/22/21,ASO,JAN,AL,ALABAMA,JEFFERSON,AL,BIRMINGHAM,BIRMINGHAM-SHUTTLESWORTH INTL,PU,PU,BIRMINGHAM AIRPORT AUTHORITY,5900 MESSER AIRPORT HWY,"BIRMINGHAM, AL 35212",  (205) 599-0505,RONALD MATHIEU,"BIRMINGHAM AIRPORT AUTHORITY, 5900 MESSER AIRPORT HWY","BIRMINGHAM, AL 35212",  (205) 599-0505,33-33-50.0000N,120830.0000N,086-45-08.3000W,312308.3000W,E,650,S,03W,2010,,ATLANTA,4,NE,2170,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,BHM,Y,4/1/40,O,I C S 05/1973,NGPY,NO OBJECTION,N,Y,N,Y,F,F,3112020,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,,SS-SR,Y,122.95,,N,CG,N,,73,43,102,4,,8,,33994,,20366,2354,38096,10037,12/31/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L,KBHM,Y
00267.*A,AIRPORT,'DHN,4/22/21,ASO,JAN,AL,ALABAMA,DALE,AL,DOTHAN,DOTHAN RGNL,PU,PU,DOTHAN-HOUSTON CO ARPT AUTH,800 ARPT DR SUITE 15,"DOTHAN, AL 36303",    334-983-8100,ADAM HARTZOG,800 ARPT DR SUITE 15,"DOTHAN, AL 36303",    334-983-8100,31-19-15.7000N,112755.7000N,085-26-58.1000W,307618.1000W,E,400,S,03W,2010,,NEW ORLEANS,5,NW,1150,ZJX,ZCJ,JACKSONVILLE,ZJX,ZCJ,JACKSONVILLE,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,DHN,Y,7/1/42,O,I B S 05/1973,NGY3,NOT ANALYZED,N,N,N,Y,F,F,1282020,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,118.4,Y,CG,N,,22,36,8,0,,10,0,1555,,746,11663,16431,47311,12/31/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,TOW",Y-L,KDHN,N
00385.1*A,AIRPORT,'HSV,4/22/21,ASO,JAN,AL,ALABAMA,MADISON,AL,HUNTSVILLE,HUNTSVILLE INTL-CARL T JONES FLD,PU,PU,HUNTSVILLE MADISON COUNTY,"1000 GLENN HEARN BLVD,","HUNTSVILLE, AL 35824",    256-772-9395,RICHARD TUCKER,"1000 GLENN HEARN BLVD,, BOX 20008","HUNTSVILLE, AL 35824",    256-258-1955,34-38-13.9090N,124693.9090N,086-46-30.1950W,312390.1950W,E,628,S,04W,2020,,ATLANTA,9,SW,6000,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,HSV,Y,5/1/64,O,I C S 05/1973,NGY,NO OBJECTION,Y,Y,N,Y,F,F,2142020,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,127.6,Y,CG,N,,64,15,6,0,,,1,15085,,10872,3724,15082,26053,12/31/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SURV",Y-L,KHSV,Y
00437.*A,AIRPORT,'BFM,4/22/21,ASO,JAN,AL,ALABAMA,MOBILE,AL,MOBILE,MOBILE DOWNTOWN,PU,PU,MOBILE AIRPORT AUTHORITY,1891-9TH ST/BROOKLEY COMPLEX,"MOBILE, AL 36615",    251-438-7334,CHRIS CURRY,P O BOX 88004,"MOBILE, AL 36608",    251-639-4680,30-37-36.4100N,110256.4100N,088-04-05.1270W,317045.1270W,E,26,S,01W,2005,,NEW ORLEANS,3,S,1616,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,BFM,Y,4/1/40,O,I A S 01/1980,NGPY,NOT ANALYZED,N,Y,N,Y,F,F,11202019,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,118.8,Y,CG,N,,16,3,6,1,0,0,0,2065,,160725,2911,9093,258622,10/31/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KBFM,N
00438.*A,AIRPORT,'MOB,4/22/21,ASO,JAN,AL,ALABAMA,MOBILE,AL,MOBILE,MOBILE RGNL,PU,PU,MOBILE AIRPORT AUTHORITY,P O BOX 88004,"MOBILE, AL 36608-0004",    251-633-4510,CHRIS CURRY,P O BOX 88004,"MOBILE, AL 36608-0004",    251-639-4680,30-41-29.1000N,110489.1000N,088-14-34.2000W,317674.2000W,E,218,S,01W,2010,800,NEW ORLEANS,11,W,1717,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,MOB,Y,4/1/42,O,I B S 05/1973,NGRY3,NOT ANALYZED,N,Y,N,Y,F,F,11092018,,100LLA    J4,MAJOR,MAJOR,LOW,LOW,SEE RMK,SS-SR,Y,122.95,118.3,Y,CG,Y,,6,,,0,,25,,3739,,7531,2688,8823,42627,10/30/18,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KMOB,N
00447.*A,AIRPORT,'MGM,4/22/21,ASO,JAN,AL,ALABAMA,MONTGOMERY,AL,MONTGOMERY,MONTGOMERY RGNL (DANNELLY FLD),PU,PU,MONTGOMERY AIRPORT AUTHORITY,4445 SELMA HWY,"MONTGOMERY, AL 36108",    334-281-5040,"MARSHALL J. TAGGART, JR.",4445 SELMA HWY,"MONTGOMERY, AL 36108",    334-281-5040,32-18-02.3000N,116282.3000N,086-23-38.3000W,311018.3000W,E,221,S,01W,1990,1200,ATLANTA,6,SW,1907,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,MGM,Y,6/1/87,O,I B S 05/1973,NGY3,NO OBJECTION,N,Y,N,Y,F,F,1312020,,100LLA    A++,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,119.7,Y,CG,N,,51,3,7,0,,37,,1012,,6051,9200,15074,30210,12/31/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KMGM,Y
00455.*A,AIRPORT,'MSL,4/22/21,ASO,JAN,AL,ALABAMA,COLBERT,AL,MUSCLE SHOALS,NORTHWEST ALABAMA RGNL,PU,PU,COLBERT & LAUDERDALE COUNTIES,1729 T. ED CAMPBELL DR SUITE A,"MUSCLE SHOALS, AL 35661-2016",    256-381-2869,BARRY GRIFFITH,1729 T. ED CAMPBELL DR SUITE A,"MUSCLE SHOALS, AL 35661-2016",    256-383-2270,34-44-43.1000N,125083.1000N,087-36-36.8000W,315396.8000W,E,550,S,03W,2015,,ATLANTA,1,E,640,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,,ANB,ANNISTON,,1-800-WX-BRIEF,,,,MSL,Y,4/1/40,O,I A S 05/1973,NGSY3,NO OBJECTION,N,N,N,Y,F,F,2122020,,100LLA,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,123.05,123.05,Y,CG,N,,42,10,1,9,0,0,0,2750,,350,26500,19800,2000,12/31/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KMSL,N
00554.*A,AIRPORT,'TCL,4/22/21,ASO,JAN,AL,ALABAMA,TUSCALOOSA,AL,TUSCALOOSA,TUSCALOOSA NTL,PU,PU,CITY OF TUSCALOOSA,7601 ROBERT CARDINAL AIRPORT ROAD,"TUSCALOOSA, AL 35401",  (205) 248-5300,TOMMY TURNER,"7601 ROBERT CARDINAL ARPT ROAD, STE 208","TUSCALOOSA, AL 35401",    205-454-9939,33-13-14.2591N,119594.2591N,087-36-41.0454W,315401.0454W,E,169,S,00E,1990,,ATLANTA,3,NW,724,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,TCL,Y,4/1/40,O,IV A U 05/1973,NGY,NO OBJECTION,N,Y,N,Y,F,F,1302020,,100LLA,MAJOR,MAJOR,NONE,LOW,SEE RMK,SS-SR,Y,122.95,126.3,Y,CG,N,,73,14,12,6,0,0,0,153,,2604,11476,13859,9395,11/30/20,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KTCL,N
00975.*A,AIRPORT,'FYV,4/22/21,ASW,AOK,AR,ARKANSAS,WASHINGTON,AR,FAYETTEVILLE,DRAKE FLD,PU,PU,CITY OF FAYETTEVILLE,113 MOUNTAIN ST,"FAYETTEVILLE, AR 72701",    479-575-8330,SUMMER FALLEN,4500 S SCHOOL SUITE F,"FAYETTEVILLE, AR 72701",  (479) 718-7644,36-00-18.3000N,129618.3000N,094-10-12.2000W,339012.2000W,E,1252,S,02E,2015,849,KANSAS CITY,3,S,631,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,JBR,JONESBORO,,1-800-WX-BRIEF,,,,FYV,Y,4/1/40,O,IV A U 11/2005,NGY,NO OBJECTION,N,N,N,Y,F,F,11302016,,100LLA,MINOR,MINOR,,NONE,SEE RMK,SS-SR,Y,122.95,128,N,CG,N,,59,8,8,2,0,0,0,41,,1076,8627,11887,1899,12/31/16,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR",Y-L,KFYV,N
00975.01*A,AIRPORT,'XNA,4/22/21,ASW,AOK,AR,ARKANSAS,BENTON,AR,FAYETTEVILLE/SPRINGDALE/ROGERS,NORTHWEST ARKANSAS NTL,PU,PU,NW ARKANSAS RGNL ARPT AUTH.,"1 AIRPORT BLVD, SUITE 100","BENTONVILLE, AR 72712",    479-205-1000,KELLY L JOHNSON,"1 AIRPORT BLVD, SUITE 100","BENTONVILLE, AR 72712",    479-205-1000,36-16-53.6850N,130613.6850N,094-18-27.9560W,339507.9560W,E,1288,S,01E,2020,,KANSAS CITY,15,NW,2184,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,JBR,JONESBORO,,1-800-WX-BRIEF,,,,XNA,Y,4/1/97,O,I B S 10/1998,NGY,CONDITIONAL,,,,,S,F,12022016,3051997,100LLA,,,,LOW,SEE RMK,SS-SR,Y,,127.1,Y,CG,,,1,3,4,,,,,17551,,12095,258,4628,7035,12/31/16,FAA-EST,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,CHTR",Y-L,KXNA,N
00987.*A,AIRPORT,'FSM,4/22/21,ASW,AOK,AR,ARKANSAS,SEBASTIAN,AR,FORT SMITH,FORT SMITH RGNL,PU,PU,FORT SMITH ARPT COMMISSION,6700 MCKENNON BLVD SUITE 200,"FORT SMITH, AR 72903",    479-452-7000,MICHAEL GRIFFIN,6700 MC KENNON BLVD SUITE 200,"FORT SMITH, AR 72903",    479-452-7000,35-20-11.7000N,127211.7000N,094-22-02.8000W,339722.8000W,E,469,S,05E,1990,,MEMPHIS,3,SE,1359,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,JBR,JONESBORO,,1-800-WX-BRIEF,,,,FSM,Y,7/1/41,O,I B S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,11242020,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,118.3,Y,CG,N,,58,12,5,1,1,0,,719,,3050,8262,12389,5826,10/31/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR",Y-L,KFSM,N
01023.*A,AIRPORT,'HOT,4/22/21,ASW,AOK,AR,ARKANSAS,GARLAND,AR,HOT SPRINGS,MEML FLD,PU,PU,CITY OF HOT SPRINGS,PO BOX 700,"HOT SPRINGS, AR 71902",    501-321-6810,GLEN BARENTINE,525 AIRPORT ROAD,"HOT SPRINGS, AR 71913",    501-321-6750,34-28-40.9000N,124120.9000N,093-05-46.4000W,335146.4000W,E,540,S,01E,2020,,MEMPHIS,3,SW,844,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,JBR,JONESBORO,,1-800-WX-BRIEF,,,,HOT,Y,4/1/40,O,II A S 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,9282020,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123,123,Y,CG,N,,63,11,6,2,0,0,0,,,1848,5313,23751,885,8/31/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KHOT,N
01056.*A,AIRPORT,'LIT,4/22/21,ASW,AOK,AR,ARKANSAS,PULASKI,AR,LITTLE ROCK,BILL AND HILLARY CLINTON NTL/ADAMS FLD,PU,PU,CITY OF LITTLE ROCK,1 AIRPORT DRIVE,"LITTLE ROCK, AR 72202",    501-372-3439,BRYAN MALINOWSKI,1 AIRPORT DRIVE,"LITTLE ROCK, AR 72202",    501-372-3439,34-43-46.0000N,125026.0000N,092-13-29.2000W,332009.2000W,E,266,S,00E,2020,,MEMPHIS,2,E,2000,ZME,ZCM,MEMPHIS,ZME,ZCM,MEMPHIS,N,JBR,JONESBORO,,1-800-WX-BRIEF,,,,LIT,Y,4/1/40,O,I C S 05/1973,NGPSY3,NO OBJECTION,N,Y,N,Y,F,F,9032020,,100LLA,MAJOR,MAJOR,HIGH,HIGH,SS-SR,SS-SR,Y,122.95,,N,CG,Y,,54,35,51,5,,,,24927,,14177,1953,31761,12457,2/29/20,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L,KLIT,N
01188.*A,AIRPORT,'TXK,4/22/21,ASW,AOK,AR,ARKANSAS,MILLER,AR,TEXARKANA,TEXARKANA RGNL-WEBB FLD,PU,PU,TEXARKANA AIRPORT AUTHORITY,201 AIRPORT DR,"TEXARKANA, AR 71854",    870-774-2171,"FERDINAND PAUL MEHRLICH III, CM ACE",201 AIRPORT DR,"TEXARKANA, AR 71854",    870-774-2171,33-27-13.4000N,120433.4000N,093-59-27.7000W,338367.7000W,E,389,S,05E,1985,1200,MEMPHIS,3,NE,964,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,JBR,JONESBORO,,1-800-WX-BRIEF,,,,TXK,Y,4/1/40,O,I A S 05/1973,NGPXY3,NO OBJECTION,N,N,N,Y,F,F,9222020,,100LLA,MAJOR,MAJOR,HIGH,,SEE RMK,SS-SR,Y,,123.875,Y,CG,Y,,31,7,10,4,,,,21,,4978,14006,11317,2276,12/31/19,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,CHTR,INSTR,RNTL,SALES",Y-L,KTXK,Y
51513.7*A,AIRPORT,'FAQ,4/22/21,AWP,HNL,AS,AMERICAN SAMOA,AMERICAN SAMOA,AS,FITIUTA VILLAGE,FITIUTA,PU,PU,AM SAMOA GOVERNMENT,P.O. BOX 1539,"PAGO PAGO, AS 96799",    684-633-4251,TAVITA FUNIMAONO,P.O. BOX 1539,"PAGO PAGO, AS 96799",    684-699-9101,14-12-58.0040S,051178.0040S,169-25-24.7780W,609924.7780W,E,110,S,12E,1990,,GNC 20,0,N,,ZHN,ZHN,HONOLULU CONTROL FACILITY,ZHN,ZHN,HONOLULU CONTROL FACILITY,N,HNL,HONOLULU,,1-800-WX-BRIEF,,,,HNL,Y,10/1/90,O,III A S 06/2005,NGY,NO OBJECTION,,,,,F,F,3022020,,,,,,,SEE RMK,SS-SR,N,,122.9,Y,CG,,,0,0,0,0,0,0,0,480,,0,0,0,0,9/30/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,,,Y,NSFQ,N
51524.1*A,AIRPORT,'Z08,4/22/21,AWP,HNL,AS,AMERICAN SAMOA,AMERICAN SAMOA,AS,OFU VILLAGE,OFU,PU,PU,GOVT OF AMERICAN SAMOA,PO BOX 1539,"PAGO PAGO, AS 96799",    684-633-4251,TAVITA FUIMAONO,"GOVT OF AMERICAN SAMOA, PO BOX 1539","PAGO PAGO, AS 96799",    684-699-9101,14-11-03.6350S,051063.6350S,169-40-12.3600W,610812.3600W,E,12,S,12E,1985,,GNC 20,1,SE,18,ZHN,ZHN,HONOLULU CONTROL FACILITY,ZHN,ZHN,HONOLULU CONTROL FACILITY,N,HNL,HONOLULU,,1-800-WX-BRIEF,,,,HNL,Y,1/1/75,O,III A S 06/2005,N,NO OBJECTION,N,N,,,S,F,3022020,,,NONE,NONE,,,,,N,122.95,122.95,Y,,Y,,0,0,0,0,0,0,0,220,,0,0,0,0,9/30/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,,,Y,NSAS,N
51525.*A,AIRPORT,'PPG,4/22/21,AWP,HNL,AS,AMERICAN SAMOA,AMERICAN SAMOA,AS,PAGO PAGO,PAGO PAGO INTL,PU,PU,GOVT OF AMERICAN SAMOA,"DEPT OF PORT ADMIN, BOX 1539","PAGO PAGO, AS 96799",    684-633-4251,DR. CLAIRE POUMELE,1539 AIRPORT WAY P.O. BOX 1539,"PAGO PAGO, AS 96799",  (684) 733-3076,14-19-53.9840S,051593.9840S,170-42-41.4110W,614561.4110W,E,31,S,12E,1990,,GNC 20,3,SW,700,ZHN,ZHN,HONOLULU CONTROL FACILITY,ZHN,ZHN,HONOLULU CONTROL FACILITY,N,HNL,HONOLULU,,1-800-WX-BRIEF,,,,PPG,Y,1/1/56,O,I C S 05/1973,NGY,NO OBJECTION,N,Y,N,Y,F,F,3022020,,100  A1+,NONE,MINOR,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y,CG,Y,,,3,,1,,,,8474,,,,113,108,10/18/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"CARGO,CHTR",Y-L,NSTU,N
00640.5*A,AIRPORT,'IFP,4/22/21,AWP,PHX,AZ,ARIZONA,MOHAVE,AZ,BULLHEAD CITY,LAUGHLIN/BULLHEAD INTL,PU,PU,MOHAVE COUNTY,BOX 390,"KINGMAN, AZ 86402",,JEREMY KEATING,2550 LAUGHLIN VIEW DR,"BULLHEAD CITY, AZ 86429",    928-754-2134,35-09-16.6120N,126556.6120N,114-33-33.5960W,412413.5960W,E,707,S,12E,2005,,PHOENIX,1,N,650,ZLA,ZCL,LOS ANGELES,ZLA,ZCL,LOS ANGELES,N,PRC,PRESCOTT,,1-800-WX-BRIEF,,,,IFP,Y,,O,I B S 05/1973,NGY,NOT ANALYZED,N,N,N,Y,F,F,5202019,9202011,100LLA,,,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,,123.9,Y,CG,N,,14,6,2,4,,,,1502,,1862,1024,5685,451,1/1/20,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,CHTR",Y-L,KIFP,N
00674.*A,AIRPORT,'FLG,4/22/21,AWP,PHX,AZ,ARIZONA,COCONINO,AZ,FLAGSTAFF,FLAGSTAFF PULLIAM,PU,PU,CITY OF FLAGSTAFF,211 W ASPEN AVE,"FLAGSTAFF, AZ 86001",    928-779-7685,BARNEY HELMICK,"6200 S. PULLIAM DR, 204","FLAGSTAFF, AZ 86005",  (928) 213-2933,35-08-25.1370N,126505.1370N,111-40-09.2690W,402009.2690W,E,7014,S,10E,2020,,PHOENIX,4,S,763,ZAB,ZCA,ALBUQUERQUE,ZAB,ZCA,ALBUQUERQUE,N,PRC,PRESCOTT,,1-800-WX-BRIEF,,,,FLG,Y,11/1/48,O,I B S 05/1973,NGSY,NO OBJECTION,N,N,N,Y,F,F,6112019,,100LLA,MAJOR,MAJOR,NONE,LOW,SEE RMK,SS-SR,Y,122.95,134.55,N,CG,N,,101,6,2,3,3,0,,1157,,10778,9580,22352,1042,12/31/18,FAA,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,CHTR,INSTR,RNTL,SALES",Y-L,KFLG,N
00700.1*A,AIRPORT,'GCN,4/22/21,AWP,PHX,AZ,ARIZONA,COCONINO,AZ,GRAND CANYON,GRAND CANYON NTL PARK,PU,PU,STATE OF ARIZONA,"DEPARTMENT OF TRANS-ASD, 206 S. 17TH AVE MD178","PHOENIX, AZ 85007",  (602) 712-6255,MATT SMITH,PO BOX 3399,"GRAND CANYON, AZ 86023",    928-638-2446,35-57-08.5000N,129428.5000N,112-08-49.1000W,403729.1000W,E,6608,S,11E,2020,,LAS VEGAS,6,S,859,ZLA,ZCL,LOS ANGELES,ZLA,ZCL,LOS ANGELES,N,PRC,PRESCOTT,,1-800-WX-BRIEF,,,,GCN,Y,5/1/62,O,I B S 05/1973,NGSY,NO OBJECTION,N,N,N,Y,F,F,8012017,,100LLA,MINOR,MAJOR,LOW,LOW,SEE RMK,SS-SR,Y,122.95,119,Y,CG,N,,4,2,,33,,,,53,,48661,930,1977,523,8/31/19,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"AFRT,AVNCS,CHTR",Y-L,KGCN,Y
00742.2*A,AIRPORT,'PGA,4/22/21,AWP,PHX,AZ,ARIZONA,COCONINO,AZ,PAGE,PAGE MUNI,PU,PU,CITY OF PAGE,BOX 1180,"PAGE, AZ 86040",    928-645-8861,KYLE CHRISTIANSEN," PO BOX 1180, 697 VISTA AVENUE","PAGE, AZ 86040",    928-645-4240,36-55-33.8500N,132933.8500N,111-26-54.0620W,401214.0620W,E,4316,S,14E,1980,,LAS VEGAS,1,E,555,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,PRC,PRESCOTT,,1-800-WX-BRIEF,,,,PGA,Y,9/1/57,O,III A S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,1252019,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,,,49,15,2,2,0,0,0,1399,,9849,1000,7300,100,12/31/18,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"AFRT,CHTR,INSTR,RNTL",Y-L,KPGA,N
